"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
4491,175,6,216,332,261,7,262,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
10024,1,350,5,332,261,1,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
474,2,4,1,2,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
3845,1,6,216,282,261,346,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2009-03-12,3,"Water",2009,3,51
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
3845,1,6,216,282,261,346,3,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2026,10,1,16,19,10,5,7,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2026,10,1,16,19,10,5,7,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2026,10,1,16,19,10,5,7,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
3845,1,6,216,282,261,346,3,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
53,2,1,21,3,2,1,5,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
10128,998,995,995,994,984,998,995,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
10127,997,994,994,993,983,997,994,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-02-19,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-28,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
61,1,4,2,2,6,3,17,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
474,2,4,1,2,2,1,5,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
10126,996,992,993,992,982,996,993,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
3845,1,6,216,282,261,346,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2233,2,1,21,3,2,7,5,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
2538,35,2,8,51,361,2,21,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
53,2,1,21,3,2,1,5,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
177,17,2,8,5,8,2,4,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
257,9,2,4,62,4,5,6,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
45,4,7,10,4,1,7,1,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
4337,2,1,1,380,2,1,5,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
474,2,4,1,2,2,1,5,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
3610,2,1,5,88,2,11,5,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
45,4,7,10,4,1,7,1,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2010-11-18,2,"Ruminants",2010,11,71
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
38,2,4,2,2,6,1,5,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
10129,9,990,2,10,22,3,6,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
45,4,7,10,4,1,7,1,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-11-21,3,"Water",2008,11,47
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
257,9,2,4,62,4,5,6,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
53,2,1,21,3,2,1,5,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
1517,8,10,149,2,11,12,6,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
53,2,1,21,3,2,1,5,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
45,4,7,10,4,1,7,1,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
257,9,2,4,62,4,5,6,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2010-05-27,2,"Ruminants",2010,5,65
2026,10,1,16,19,10,5,7,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2009-12-14,3,"Water",2009,12,60
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-12-14,3,"Water",2009,12,60
10052,236,306,254,340,981,349,255,"Environmental water",NA,NA,2009-12-14,3,"Water",2009,12,60
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
10125,995,989,991,991,980,995,992,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
10124,994,988,990,990,979,994,991,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
2391,2,15,4,48,360,25,23,"Environmental water",NA,NA,2009-11-18,3,"Water",2009,11,59
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
7217,17,5,8,5,712,2,4,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2009-10-30,2,"Ruminants",2009,10,58
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2009-10-30,2,"Ruminants",2009,10,58
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2009-10-30,2,"Ruminants",2009,10,58
257,9,2,4,62,4,5,6,"Cattle",NA,NA,2009-10-30,2,"Ruminants",2009,10,58
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2009-10-30,2,"Ruminants",2009,10,58
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
474,2,4,1,2,2,1,5,"Environmental water",NA,NA,2008-10-30,3,"Water",2008,10,46
474,2,4,1,2,2,1,5,"Cattle",NA,NA,2007-07-23,2,"Ruminants",2007,7,31
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2007-07-13,2,"Ruminants",2007,7,31
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2007-07-13,2,"Ruminants",2007,7,31
474,2,4,1,2,2,1,5,"Cattle",NA,NA,2007-07-11,2,"Ruminants",2007,7,31
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2007-07-11,2,"Ruminants",2007,7,31
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2007-06-17,2,"Ruminants",2007,6,30
45,4,7,10,4,1,7,1,"Sheep",NA,NA,2007-06-15,2,"Ruminants",2007,6,30
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2007-06-05,2,"Ruminants",2007,6,30
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2007-06-06,2,"Ruminants",2007,6,30
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2007-06-06,2,"Ruminants",2007,6,30
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2007-06-05,2,"Ruminants",2007,6,30
3795,10,1,16,19,448,5,7,"Sheep",NA,NA,2007-06-05,2,"Ruminants",2007,6,30
2341,1,1,2,2,6,3,17,"Sheep",NA,NA,2007-05-08,2,"Ruminants",2007,5,29
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2007-04-23,2,"Ruminants",2007,4,28
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2007-04-04,2,"Ruminants",2007,4,28
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2007-04-04,2,"Ruminants",2007,4,28
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2007-03-27,2,"Ruminants",2007,3,27
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2007-03-27,2,"Ruminants",2007,3,27
1517,8,10,149,2,11,12,6,"Sheep",NA,NA,2007-03-27,2,"Ruminants",2007,3,27
190,2,1,5,3,2,3,5,"Sheep",NA,NA,2007-03-12,2,"Ruminants",2007,3,27
4494,1,4,2,2,496,3,17,"Sheep",NA,NA,2007-03-13,2,"Ruminants",2007,3,27
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2007-02-28,2,"Ruminants",2007,2,26
3722,10,1,12,3,2,5,7,"Sheep",NA,NA,2007-02-28,2,"Ruminants",2007,2,26
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2007-02-28,2,"Ruminants",2007,2,26
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2007-02-27,2,"Ruminants",2007,2,26
3676,1,307,3,4,5,9,3,"Sheep",NA,NA,2007-02-27,2,"Ruminants",2007,2,26
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2007-02-08,2,"Ruminants",2007,2,26
190,2,1,5,3,2,3,5,"Cattle",NA,NA,2007-01-14,2,"Ruminants",2007,1,25
474,2,4,1,2,2,1,5,"Sheep",NA,NA,2007-01-14,2,"Ruminants",2007,1,25
474,2,4,1,2,2,1,5,"Sheep",NA,NA,2007-01-14,2,"Ruminants",2007,1,25
436,7,21,5,62,4,61,44,"Sheep",NA,NA,2005-11-04,2,"Ruminants",2005,11,11
436,7,21,5,62,4,61,44,"Sheep",NA,NA,2005-11-04,2,"Ruminants",2005,11,11
2392,9,25,2,283,22,3,6,"Sheep",NA,NA,2005-11-04,2,"Ruminants",2005,11,11
21,2,1,1,3,2,1,5,"Sheep",NA,NA,2006-12-08,2,"Ruminants",2006,12,24
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-12-08,2,"Ruminants",2006,12,24
520,2,1,12,88,2,1,5,"Sheep",NA,NA,2006-11-03,2,"Ruminants",2006,11,23
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-11-03,2,"Ruminants",2006,11,23
2392,9,25,2,283,22,3,6,"Sheep",NA,NA,2006-10-10,2,"Ruminants",2006,10,22
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2005-10-26,2,"Ruminants",2005,10,10
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2006-09-08,2,"Ruminants",2006,9,21
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2006-09-08,2,"Ruminants",2006,9,21
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2006-09-08,2,"Ruminants",2006,9,21
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-09-08,2,"Ruminants",2006,9,21
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-09-04,2,"Ruminants",2006,9,21
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-09-04,2,"Ruminants",2006,9,21
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-09-04,2,"Ruminants",2006,9,21
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-08-11,2,"Ruminants",2006,8,20
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-08-11,2,"Ruminants",2006,8,20
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-08-07,2,"Ruminants",2006,8,20
618,1,4,2,2,6,3,5,"Sheep",NA,NA,2006-08-07,2,"Ruminants",2006,8,20
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
1517,8,10,149,2,11,12,6,"Sheep",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-07-17,2,"Ruminants",2006,7,19
1517,8,10,149,2,11,12,6,"Sheep",NA,NA,2006-07-16,2,"Ruminants",2006,7,19
1517,8,10,149,2,11,12,6,"Sheep",NA,NA,2006-07-16,2,"Ruminants",2006,7,19
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-07-16,2,"Ruminants",2006,7,19
3719,2,4,12,2,2,1,5,"Sheep",NA,NA,2006-07-16,2,"Ruminants",2006,7,19
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-06-28,2,"Ruminants",2006,6,18
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-06-15,2,"Ruminants",2006,6,18
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-06-15,2,"Ruminants",2006,6,18
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-06-15,2,"Ruminants",2006,6,18
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2006-06-15,2,"Ruminants",2006,6,18
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
422,2,1,5,3,2,5,5,"Cattle",NA,NA,2006-06-02,2,"Ruminants",2006,6,18
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2006-05-05,2,"Ruminants",2006,5,17
21,2,1,1,3,2,1,5,"Cattle",NA,NA,2006-05-05,2,"Ruminants",2006,5,17
42,1,2,3,4,5,9,3,"Sheep",NA,NA,2006-05-03,2,"Ruminants",2006,5,17
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-05-03,2,"Ruminants",2006,5,17
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-05-03,2,"Ruminants",2006,5,17
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-04-07,2,"Ruminants",2006,4,16
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-04-07,2,"Ruminants",2006,4,16
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-04-04,2,"Ruminants",2006,4,16
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-04-04,2,"Ruminants",2006,4,16
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-03-02,2,"Ruminants",2006,3,15
422,2,1,5,3,2,5,5,"Cattle",NA,NA,2011-08-26,2,"Ruminants",2011,8,80
422,2,1,5,3,2,5,5,"Cattle",NA,NA,2011-08-26,2,"Ruminants",2011,8,80
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2006-02-10,2,"Ruminants",2006,2,14
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-02-10,2,"Ruminants",2006,2,14
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2011-08-15,2,"Ruminants",2011,8,80
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2011-08-10,2,"Ruminants",2011,8,80
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-08-10,2,"Ruminants",2011,8,80
53,2,1,21,3,2,1,5,"Cattle",NA,NA,2011-08-15,2,"Ruminants",2011,8,80
474,2,4,1,2,2,1,5,"Cattle",NA,NA,2011-08-10,2,"Ruminants",2011,8,80
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2011-08-10,2,"Ruminants",2011,8,80
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2011-08-10,2,"Ruminants",2011,8,80
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2011-08-08,2,"Ruminants",2011,8,80
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-02-10,2,"Ruminants",2006,2,14
618,1,4,2,2,6,3,5,"Cattle",NA,NA,2011-08-04,2,"Ruminants",2011,8,80
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-02-10,2,"Ruminants",2006,2,14
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2005-10-09,2,"Ruminants",2005,10,10
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2011-08-02,2,"Ruminants",2011,8,80
45,4,7,10,4,1,7,1,"Sheep",NA,NA,2006-03-16,2,"Ruminants",2006,3,15
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2011-07-22,2,"Ruminants",2011,7,79
520,2,1,12,88,2,1,5,"Cattle",NA,NA,2011-07-21,2,"Ruminants",2011,7,79
2392,9,25,2,283,22,3,6,"Cattle",NA,NA,2011-07-21,2,"Ruminants",2011,7,79
474,2,4,1,2,2,1,5,"Cattle",NA,NA,2011-07-21,2,"Ruminants",2011,7,79
2392,9,25,2,283,22,3,6,"Cattle",NA,NA,2011-07-18,2,"Ruminants",2011,7,79
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2011-07-20,2,"Ruminants",2011,7,79
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2011-07-20,2,"Ruminants",2011,7,79
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2011-07-20,2,"Ruminants",2011,7,79
61,1,4,2,2,6,3,17,"Cattle",NA,NA,2011-07-18,2,"Ruminants",2011,7,79
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2011-07-15,2,"Ruminants",2011,7,79
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-07-15,2,"Ruminants",2011,7,79
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-03-02,2,"Ruminants",2006,3,15
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-03-02,2,"Ruminants",2006,3,15
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-03-02,2,"Ruminants",2006,3,15
42,1,2,3,4,5,9,3,"Cattle",NA,NA,2011-07-15,2,"Ruminants",2011,7,79
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-02-17,2,"Ruminants",2006,2,14
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2006-02-17,2,"Ruminants",2006,2,14
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-02-16,2,"Ruminants",2006,2,14
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2006-02-16,2,"Ruminants",2006,2,14
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-02-16,2,"Ruminants",2006,2,14
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2006-02-07,2,"Ruminants",2006,2,14
2929,2,1,12,3,2,1,1,"Cattle",NA,NA,2011-09-01,2,"Ruminants",2011,9,81
21,2,1,1,3,2,1,5,"Cattle",NA,NA,2011-08-30,2,"Ruminants",2011,8,80
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-08-29,2,"Ruminants",2011,8,80
190,2,1,5,3,2,3,5,"Cattle",NA,NA,2011-07-11,2,"Ruminants",2011,7,79
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-07-11,2,"Ruminants",2011,7,79
38,2,4,2,2,6,1,5,"Cattle",NA,NA,2011-07-12,2,"Ruminants",2011,7,79
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-05-31,2,"Ruminants",2011,5,77
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-05-31,2,"Ruminants",2011,5,77
50,2,1,12,3,2,1,5,"Cattle",NA,NA,2011-05-31,2,"Ruminants",2011,5,77
474,2,4,1,2,2,1,5,"Sheep",NA,NA,2009-01-26,2,"Ruminants",2009,1,49
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2009-01-14,2,"Ruminants",2009,1,49
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2009-01-07,2,"Ruminants",2009,1,49
422,2,1,5,3,2,5,5,"Cattle",NA,NA,2008-12-03,2,"Ruminants",2008,12,48
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2008-11-10,2,"Ruminants",2008,11,47
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2008-11-10,2,"Ruminants",2008,11,47
2026,10,1,16,19,10,5,7,"Sheep",NA,NA,2008-11-10,2,"Ruminants",2008,11,47
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2008-11-05,2,"Ruminants",2008,11,47
50,2,1,12,3,2,1,5,"Sheep",NA,NA,2008-11-05,2,"Ruminants",2008,11,47
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2006-01-08,2,"Ruminants",2006,1,13
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2008-10-24,2,"Ruminants",2008,10,46
2026,10,1,16,19,10,5,7,"Cattle",NA,NA,2008-10-14,2,"Ruminants",2008,10,46
520,2,1,12,88,2,1,5,"Sheep",NA,NA,2008-10-14,2,"Ruminants",2008,10,46
422,2,1,5,3,2,5,5,"Sheep",NA,NA,2008-10-14,2,"Ruminants",2008,10,46
520,2,1,12,88,2,1,5,"Sheep",NA,NA,2008-10-14,2,"Ruminants",2008,10,46
61,1,4,2,2,6,3,17,"Sheep",NA,NA,2008-10-03,2,"Ruminants",2008,10,46
